id,region,suburb,postcode
5,Southern Adelaide,WILLUNGA,5172
5,Southern Adelaide,WILLUNGA SOUTH,5172
5,Southern Adelaide,WOODCROFT,5162
5,Southern Adelaide,ABERFOYLE PARK,5159
5,Southern Adelaide,ALDINGA,5173
5,Southern Adelaide,ALDINGA BEACH,5173
5,Southern Adelaide,ASCOT PARK,5043
5,Southern Adelaide,BEDFORD PARK,5042
5,Southern Adelaide,BELAIR,5052
5,Southern Adelaide,BELLEVUE HEIGHTS,5050
5,Southern Adelaide,BLACKWOOD,5051
5,Southern Adelaide,BLEWITT SPRINGS,5171
5,Southern Adelaide,BRIGHTON,5048
5,Southern Adelaide,BROWN HILL CREEK,5062
5,Southern Adelaide,CHANDLERS HILL,5159
5,Southern Adelaide,CHERRY GARDENS,5157
5,Southern Adelaide,CHRISTIE DOWNS,5164
5,Southern Adelaide,CHRISTIES BEACH,5165
5,Southern Adelaide,CLAPHAM,5062
5,Southern Adelaide,CLARENCE GARDENS,5039
5,Southern Adelaide,CLARENDON,5157
5,Southern Adelaide,CLOVELLY PARK,5042
5,Southern Adelaide,COLONEL LIGHT GARDENS,5041
5,Southern Adelaide,COROMANDEL EAST,5157
5,Southern Adelaide,COROMANDEL VALLEY,5051
5,Southern Adelaide,CRAIGBURN FARM,5051
5,Southern Adelaide,CUMBERLAND PARK,5041
5,Southern Adelaide,DARLINGTON,5047
5,Southern Adelaide,DAW PARK,5041
5,Southern Adelaide,DOVER GARDENS,5048
5,Southern Adelaide,EDEN HILLS,5050
5,Southern Adelaide,EDWARDSTOWN,5039
5,Southern Adelaide,FLAGSTAFF HILL,5159
5,Southern Adelaide,GLANDORE,5037
5,Southern Adelaide,GLENALTA,5052
5,Southern Adelaide,GLENELG,5045
5,Southern Adelaide,GLENELG EAST,5045
5,Southern Adelaide,GLENELG NORTH,5045
5,Southern Adelaide,GLENELG SOUTH,5045
5,Southern Adelaide,GLENGOWRIE,5044
5,Southern Adelaide,HACKHAM,5163
5,Southern Adelaide,HACKHAM WEST,5163
5,Southern Adelaide,HALLETT COVE,5158
5,Southern Adelaide,HAPPY VALLEY,5159
5,Southern Adelaide,HAWTHORN,5062
5,Southern Adelaide,HAWTHORNDENE,5051
5,Southern Adelaide,HOVE,5048
5,Southern Adelaide,HUNTFIELD HEIGHTS,5163
5,Southern Adelaide,KANGARILLA,5157
5,Southern Adelaide,KINGSTON PARK,5049
5,Southern Adelaide,KINGSWOOD,5062
6,Western Adelaide,CAMDEN PARK,5038
6,Western Adelaide,CHELTENHAM,5014
6,Western Adelaide,COWANDILLA,5033
6,Western Adelaide,CROYDON,5008
6,Western Adelaide,CROYDON PARK,5008
6,Western Adelaide,DEVON PARK,5008
6,Western Adelaide,DUDLEY PARK,5008
6,Western Adelaide,ETHELTON,5015
6,Western Adelaide,EXETER,5019
6,Western Adelaide,FERRYDEN PARK,5010
6,Western Adelaide,FINDON,5023
6,Western Adelaide,FLINDERS PARK,5025
6,Western Adelaide,FULHAM,5024
6,Western Adelaide,FULHAM GARDENS,5024
6,Western Adelaide,GARDEN ISLAND,5960
6,Western Adelaide,GILLMAN,5013
6,Western Adelaide,GLANVILLE,5015
6,Western Adelaide,GRANGE,5022
6,Western Adelaide,HENDON,5014
6,Western Adelaide,HENLEY BEACH,5022
6,Western Adelaide,HENLEY BEACH SOUTH,5022
6,Western Adelaide,HILTON,5033
6,Western Adelaide,HINDMARSH,5007
6,Western Adelaide,KESWICK,5035
6,Western Adelaide,KESWICK TERMINAL,5035
6,Western Adelaide,KIDMAN PARK,5025
6,Western Adelaide,KILKENNY,5009
6,Western Adelaide,KURRALTA PARK,5037
6,Western Adelaide,LARGS BAY,5016
6,Western Adelaide,LARGS NORTH,5016
6,Western Adelaide,LOCKLEYS,5032
6,Western Adelaide,MANSFIELD PARK,5012
6,Western Adelaide,MARLESTON,5033
6,Western Adelaide,MILE END,5031
6,Western Adelaide,MILE END SOUTH,5031
6,Western Adelaide,NETLEY,5037
6,Western Adelaide,NEW PORT,5015
6,Western Adelaide,NORTH HAVEN,5018
6,Western Adelaide,NORTH PLYMPTON,5037
6,Western Adelaide,NOVAR GARDENS,5040
6,Western Adelaide,OSBORNE,5017
6,Western Adelaide,OTTOWAY,5013
6,Western Adelaide,OUTER HARBOR,5018
6,Western Adelaide,OVINGHAM,5082
6,Western Adelaide,PENNINGTON,5013
6,Western Adelaide,PETERHEAD,5016
6,Western Adelaide,PLYMPTON,5038
6,Western Adelaide,WOODVILLE PARK,5011
6,Western Adelaide,WOODVILLE SOUTH,5011
6,Western Adelaide,WOODVILLE WEST,5011
6,Western Adelaide,ST CLAIR,5011
6,Western Adelaide,TAPEROO,5017
6,Western Adelaide,TENNYSON,5022
6,Western Adelaide,THEBARTON,5031
6,Western Adelaide,TORRENS ISLAND,5960
6,Western Adelaide,TORRENSVILLE,5031
6,Western Adelaide,UNDERDALE,5032
6,Western Adelaide,WELLAND,5007
6,Western Adelaide,WEST BEACH,5024
6,Western Adelaide,WEST CROYDON,5008
6,Western Adelaide,WEST HINDMARSH,5007
6,Western Adelaide,WEST LAKES,5021
6,Western Adelaide,WEST LAKES SHORE,5020
6,Western Adelaide,WEST RICHMOND,5033
6,Western Adelaide,WINGFIELD,5013
6,Western Adelaide,WOODVILLE,5011
6,Western Adelaide,WOODVILLE GARDENS,5012
6,Western Adelaide,WOODVILLE NORTH,5012
6,Western Adelaide,PORT ADELAIDE,5015
6,Western Adelaide,QUEENSTOWN,5014
6,Western Adelaide,REGENCY PARK,5010
6,Western Adelaide,RENOWN PARK,5008
6,Western Adelaide,RICHMOND,5033
6,Western Adelaide,RIDLEYTON,5008
6,Western Adelaide,ROSEWATER,5013
6,Western Adelaide,ROYAL PARK,5014
6,Western Adelaide,SEATON,5023
6,Western Adelaide,SEMAPHORE,5019
6,Western Adelaide,SEMAPHORE PARK,5019
6,Western Adelaide,SEMAPHORE SOUTH,5019
6,Western Adelaide,ADELAIDE AIRPORT,5950
6,Western Adelaide,ALBERT PARK,5014
6,Western Adelaide,ALBERTON,5014
6,Western Adelaide,ALLENBY GARDENS,5009
6,Western Adelaide,ANGLE PARK,5010
6,Western Adelaide,ASHFORD,5035
6,Western Adelaide,ATHOL PARK,5012
6,Western Adelaide,BEVERLEY,5009
6,Western Adelaide,BIRKENHEAD,5015
6,Western Adelaide,BOWDEN,5007
6,Western Adelaide,BROMPTON,5007
6,Western Adelaide,BROOKLYN PARK,5032
7,Eyre and Western,MOODY,5607
7,Eyre and Western,MITCHIDY MOOLA,5690
7,Eyre and Western,MITCHELLVILLE,5602
7,Eyre and Western,MITCHELL,5632
7,Eyre and Western,MINNIPA,5654
7,Eyre and Western,MINBRIE,5602
7,Eyre and Western,MILTALIE,5602
7,Eyre and Western,MIDGEE,5602
7,Eyre and Western,MERGHINY,5690
7,Eyre and Western,MARYVALE,5680
7,Eyre and Western,MANGALO,5602
7,Eyre and Western,MALTEE,5690
7,Eyre and Western,LUCKY BAY,5602
7,Eyre and Western,LOUTH BAY,5607
7,Eyre and Western,LOCK,5633
7,Eyre and Western,LITTLE DOUGLAS,5607
7,Eyre and Western,LIPSON,5607
7,Eyre and Western,LINCOLN NATIONAL PARK,5607
7,Eyre and Western,LAURA BAY,5680
7,Eyre and Western,KYANCUTTA,5651
7,Eyre and Western,KOPPIO,5607
7,Eyre and Western,KOONIBBA,5690
7,Eyre and Western,KOONGAWA,5650
7,Eyre and Western,KOOLGERA,5661
7,Eyre and Western,KIMBA,5641
7,Eyre and Western,KIELPA,5642
7,Eyre and Western,KIANA,5607
7,Eyre and Western,KELLY,5641
7,Eyre and Western,KELLIDIE BAY,5607
7,Eyre and Western,KARKOO,5632
7,Eyre and Western,KARCULTABY,5654
7,Eyre and Western,KAPPAWANTA,5670
7,Eyre and Western,KAPINNIE,5632
7,Eyre and Western,KALDOONERA,5655
7,Eyre and Western,KALANBI,5690
7,Eyre and Western,JAMIESON,5640
7,Eyre and Western,INKSTER,5680
7,Eyre and Western,HINCKS,5603
7,Eyre and Western,HAWSON,5607
7,Eyre and Western,HASLAM,5680
7,Eyre and Western,HAMBIDGE,5642
7,Eyre and Western,GREEN PATCH,5607
7,Eyre and Western,FOWLERS BAY,5690
7,Eyre and Western,FOUNTAIN,5607
7,Eyre and Western,FITZGERALD BAY,5601
7,Eyre and Western,FARM BEACH,5607
7,Eyre and Western,FALSE BAY,5601
7,Eyre and Western,ELLISTON,5670
7,Eyre and Western,EDILLILIE,5630
